beınsport-beın sport
mcdonaldsgibi-mcdonalds gibi
sonrabunu-sonra bunu
sevindiye-sevin diye
adoğru-a doğru
şeyyapmadım-şey yapmadım
megasaray-mega saray
günügeldi-günü geldi
youre-you re
balıkyiyin-balık yiyin
kadarsaçma-kadar saçma
sıcakbir-sıcak bir
dairebaşkanlığı-daire başkanlığı
hemdiğer-hem diğer
ruheşim-ruh eşim
geçtiğibir-geçtiği bir
kabulederim-kabul ederim
günaydınmesajı-günaydın mesajı
hepsininaltına-hepsinin altına
masen-ma sen
cankurban-can kurban
dreamcity-dream city
doubletime-double time
meslekliselerinin-meslek liselerinin
ettiğibelirlendi-ettiği belirlendi
isteyenkim-isteyen kim
iaradım-i aradım
bbcnews-bbc news
üstünzeka-üstün zeka
bıyana-bı yana
demişki-demiş ki
taise-ta ise
bolvar-bol var
beylerbir-beyler bir
tamerkaya-tamer kaya
aslanyavrusu-aslan yavrusu
kararverdin-karar verdin
olsunve-olsun ve
amınakoy-amına koy
istiyorumbir-istiyorum bir
bahsettiğimbuydu-bahsettiğim buydu
teşekkürediyoruz-teşekkür ediyoruz
holesun-hole sun
bencedeğil-bence değil
yarışaka-yarı şaka
nedenyok-neden yok
özel- özel
alevmakinesi-alev makinesi
yaşüstüne-yaş üstüne
direnişiçin-direniş için
olacakki-olacak ki
ciddibi-ciddi bi
derlerki-derler ki
güngün-gün gün
aldımı-aldı mı
çağlayanadliyesinde-çağlayan adliyesinde
kahveevi-kahve evi
mısırçok-mısır çok
kamilkoça-kamil koça
tlile-tl ile
deson-de son
etyok-et yok
çalışmalarıve-çalışmaları ve
itsoylarının-it soylarının
pompafiyatlarına-pompa fiyatlarına
arabalaryeni-arabalar yeni
adresvereyim-adres vereyim
nambu-nam bu
veiki-ve iki
aldedi-al dedi
kolgücüyle-kol gücüyle
dongmu-dong mu
ermenistanarasında-ermenistan arasında
tlyerine-tl yerine
kızdaha-kız daha
paşaköşkü-paşa köşkü
yuvaköy-yuva köy
askeröğretmen-asker öğretmen
sayfakitap-sayfa kitap
gifteki-gif teki
paketaldım-paket aldım
türkiyedebirçok-türkiyede birçok
orospucocugu-orospu cocugu
adabu-ada bu
çiftbaşlılığı-çift başlılığı
kaitak-kai tak
parmakizlerimiz-parmak izlerimiz
odakahvaltı-oda kahvaltı
büyüksanayi-büyük sanayi
oldukçazor-oldukça zor
oryou-or you
seçildive-seçildi ve
travelturkey-travel turkey
cesurtürk-cesur türk
çiçekdeniz-çiçek deniz
yılmazbüyükerşen-yılmaz büyükerşen
ülkedışında-ülke dışında
kızıloğuz-kızıl oğuz
azgelir-az gelir
freudmu-freud mu
okyanusbilimci-okyanus bilimci
hazırkıta-hazır kıta
büyücüsümü-büyücüsü mü
sütübozuklar-sütü bozuklar
karyağınca-kar yağınca
tıpkıgeçmişte-tıpkı geçmişte
benimsize-benim size
imajmaker-imaj maker
kızyurdu-kız yurdu
kandöken-kan döken
ayakbakımı-ayak bakımı
hilland-hill and
oeski-o eski
bursalımısın-bursalı mısın
yerdekitrafik-yerdeki trafik
kapalıdiye-kapalı diye
megawatt-mega watt
bjkliyim-bjk liyim
saatgece-saat gece
seçimdechp-seçimde chp
grupbaşkanvekilimiz-grup başkanvekilimiz
muratdalkılıç-murat dalkılıç
iskenderpala-iskender pala
seyirdefterine-seyir defterine
kamilkoçu-kamil koçu
saldırısındanberi-saldırısından beri
fairdergisinin-fair dergisinin
joyride-joy ride
bırseyler-bır seyler
soomin-soo min
mamurbir-mamur bir
alarmageçtiler-alarma geçtiler
qtsdk-qt sdk
kıymaet-kıyma et
sarıbasın-sarı basın
replikamı-replika mı
aynızaman-aynı zaman
bason-ba son
yolboyu-yol boyu
ikinciderece-ikinci derece
seçimtakvimi-seçim takvimi
seriilan-seri ilan
arkadasmi-arkadas mi
içinşu-için şu
oneclick-one click
problemçözücü-problem çözücü
dontforget-dont forget
tarihiçinde-tarih içinde
citydiye-city diye
temelhak-temel hak
jawsgibi-jaws gibi
insanlıkiçin-insanlık için
bizamanlar-bi zamanlar
arageçiş-ara geçiş
elkonulduğunu-el konulduğunu
eziksözlük-ezik sözlük
davismi-davis mi
baltakesmez-balta kesmez
getirmekiçin-getirmek için
focushaber-focus haber
tutulmasıgerektiğini-tutulması gerektiğini
ilise-il ise
ömerbilgin-ömer bilgin
heryerdelik-heryer delik
dopal-do pal
pazartesibir-pazartesi bir
tbmmönünde-tbmm önünde
çatalbıçaktan-çatal bıçaktan
gelenekdışı-gelenek dışı
sağırdilsizler-sağır dilsizler
postproduction-post production
kusurbin-kusur bin
görenbir-gören bir
halloldumu-halloldu mu
nilipek-nil ipek
piiçin-pi için
henrybeni-henry beni
daraçı-dar açı
şunuşöyle-şunu şöyle
geridönüşüme-geri dönüşüme
başkabirisi-başka birisi
sistemiwindows-sistemi windows
bugünki-bugün ki
mınımını-mını mını
acabadiye-acaba diye
enkasanat-enka sanat
gamecube-game cube
adambaşı-adam başı
aldığımyeri-aldığım yeri
greenbelt-green belt
kıçyalamayı-kıç yalamayı
soyisminizi-soy isminizi
huise-hu ise
topbaşmı-topbaş mı
yarımaratonu-yarı maratonu
parkadana-park adana
halısahaları-halı sahaları
buçuküç-buçuk üç
katildemek-katil demek
karenbir-karen bir
boşluktahissettiğini-boşlukta hissettiğini
chanyoung-chan young
eteşekkür-e teşekkür
amabunların-ama bunların
damaryolunu-damar yolunu
özgelirleri-öz gelirleri
baharayı-bahar ayı
samsungapps-samsung apps
çarşambaöğle-çarşamba öğle
sinekkovar-sinek kovar
youve-you ve
devlettirve-devlettir ve
makinesideğil-makinesi değil
şampiyonbeşiktaş-şampiyon beşiktaş
tatkaçıran-tat kaçıran
•kendi-• kendi
taive-tai ve
mavidil-mavi dil
ıntam-ın tam
okulmu-okul mu
ingilizceyemi-ingilizceye mi
yaniher-yani her
dipnottablet-dipnot tablet
cezaevinegönderildi-cezaevine gönderildi
bukonuyla-bu konuyla
çapındaönemli-çapında önemli
sevgilerile-sevgiler ile
gitdedi-git dedi
çocukdoktoru-çocuk doktoru
acışeyler-acı şeyler
dedimsen-dedim sen
freesoul-free soul
toplukonutta-toplu konutta
selviboylu-selvi boylu
hayırcevabı-hayır cevabı
keremyılmaz-kerem yılmaz
ağıztadı-ağız tadı
çukurmescit-çukur mescit
halısahalara-halı sahalara
çatmamescit-çatma mescit
çokfaydalı-çok faydalı
cezamahkemesinde-ceza mahkemesinde
kozanyolunun-kozan yolunun
kandökme-kan dökme
hanımhanım-hanım hanım
keile-ke ile
elfeneri-el feneri
hanımkızım-hanım kızım
boksiçin-boks için
gafama-gaf ama
beşerüstü-beşer üstü
aydındoğanın-aydın doğanın
canımbiraz-canım biraz
kitapyayınevi-kitap yayınevi
dünyaile-dünya ile
ustabirliğinde-usta birliğinde
zamanbeni-zaman beni
özürdiledik-özür diledik
siyahrenkli-siyah renkli
kitaplığıbu-kitaplığı bu
darpedildiğine-darp edildiğine
suriyelilermi-suriyeliler mi
gözüdoymaz-gözü doymaz
özürdiledin-özür diledin
patnosspor-patnos spor
soniki-son iki
ayakbileğim-ayak bileğim
düşkırıcı-düş kırıcı
celalbey-celal bey
süperhızlı-süper hızlı
mybook-my book
olsunki-olsun ki
oradahiçbir-orada hiçbir
detek-de tek
keyifçatan-keyif çatan
kirpikafa-kirpi kafa
sabbathve-sabbath ve
evkiraları-ev kiraları
yolparası-yol parası
hissesahiplerine-hisse sahiplerine
parkotel-park otel
oyunubu-oyunu bu
burhaniyespor-burhaniye spor
çünküben-çünkü ben
bakermı-baker mı
gayrıtabii-gayrı tabii
hyuksana-hyuk sana
bizburda-biz burda
zamanşu-zaman şu
gözyumamayız-göz yumamayız
gelendepremde-gelen depremde
giymekiyi-giymek iyi
kankanseri-kan kanseri
benimmi-benim mi
listesindeneden-listesinde neden
yaşaltına-yaş altına
kısakollu-kısa kollu
eğriparmak-eğri parmak
düzsaçlı-düz saçlı
bizaynı-biz aynı
yoltutuşu-yol tutuşu
şeyhhalil-şeyh halil
konuşanbu-konuşan bu
kızılkahverengi-kızıl kahverengi
olduki-oldu ki
gereğizaten-gereği zaten
başladımilk-başladım ilk
içmimari-iç mimari
karsevdalıları-kar sevdalıları
dickmi-dick mi
olalımdaha-olalım daha
timeshift-time shift
emeklisandığına-emekli sandığına
temsiliçin-temsil için
kutül-kut ül
ensert-en sert
değilyani-değil yani
heryaştan-her yaştan
obile-o bile
ikinciplanda-ikinci planda
familytree-family tree
karsevdalısı-kar sevdalısı
süperzeka-süper zeka
şovprogramına-şov programına
yarıalçak-yarı alçak
canibaşı-cani başı
sevindiki-sevindi ki
emerile-emer ile
doğdumu-doğdu mu
meyvave-meyva ve
bütünbunlar-bütün bunlar
yazarmehmet-yazar mehmet
müminderesi-mümin deresi
detam-de tam
dokuzkat-dokuz kat
hizmetedeceğini-hizmet edeceğini
maaşal-maaş al
halinebak-haline bak
indirimyaptı-indirim yaptı
gönüldenbağlı-gönülden bağlı
seviyorumdiyen-seviyorum diyen
açıldımı-açıldı mı
galatasarayfenerbahçe-galatasaray fenerbahçe
yibiz-yi biz
oldumu-oldu mu
abdulhamithanın-abdulhamit hanın
liseüstü-lise üstü
columbiapresbyterian-columbia presbyterian
asistkralı-asist kralı
adamlartarafından-adamlar tarafından
çıkanıkulağın-çıkanı kulağın
burakam-bu rakam
değirmenyanı-değirmen yanı
djali-dj ali
digitalglobe-digital globe
erkekgiyim-erkek giyim
karlakarışık-karla karışık
sevindimi-sevindi mi
dünyakupasında-dünya kupasında
haberbile-haber bile
paradolu-para dolu
ardındangözaltına-ardından gözaltına
playstoredan-play storedan
tuşeden-tuş eden
ooooo-oo ooo
ışınkılıcım-ışın kılıcım
kemikkırılması-kemik kırılması
yapamazsındedi-yapamazsın dedi
kırkır-kır kır
pirinçtopları-pirinç topları
elliyüz-elli yüz
bitşey-bit şey
deyişile-deyiş ile
kivar-ki var
timurtaşpaşanın-timurtaş paşanın
mıonu-mı onu
ışıkdaha-ışık daha
kadıköyşifa-kadıköy şifa
youme-you me
görünüyorsunbu-görünüyorsun bu
tanıyormuymuş-tanıyor muymuş
olmazdedim-olmaz dedim
etieti-eti eti
içdizaynı-iç dizaynı
yedüşüyor-ye düşüyor
hariçbütün-hariç bütün
nurayhanım-nuray hanım
dafazla-da fazla
vaadedilenlerin-vaad edilenlerin
lugatit-lugat it
gülaygül-gülay gül
dursunçiçek-dursun çiçek
daireiçin-daire için
burakreis-burak reis
ağırçekim-ağır çekim
şeyvar-şey var
babilbalığı-babil balığı
lecoq-le coq
bebekolarak-bebek olarak
altliglerde-alt liglerde
resile-res ile
metodudiye-metodu diye
yoksabir-yoksa bir
albayrağa-al bayrağa
xtakım-x takım
olurdiye-olur diye
totalfilm-total film
halkotobüs-halk otobüs
degilmidir-degil midir
şeyolsa-şey olsa
hayrısever-hayrı sever
yıldızgemisi-yıldız gemisi
ayakın-a yakın
paylaşanyıldırım-paylaşan yıldırım
okulan-oku lan
soğukalgınlığından-soğuk algınlığından
derekenarında-dere kenarında
şenvar-şen var
demekşimdi-demek şimdi
zeydel-zeyd el
foodporn-food porn
otogaz-oto gaz
babambeni-babam beni
serbestbölgeye-serbest bölgeye
oldudiye-oldu diye
kuşukadar-kuşu kadar
xserisi-x serisi
tiyatroseverler-tiyatro severler
bebebelik-bebe belik
göbektaşında-göbek taşında
cezamahkemesine-ceza mahkemesine
denkgelemedim-denk gelemedim
kılkeçilerinin-kıl keçilerinin
tekniğiile-tekniği ile
bakıpduruyorum-bakıp duruyorum
chado-cha do
novar-no var
olmasızaten-olması zaten
hayırlaravesile-hayırlara vesile
katarası-kat arası
kurtulbence-kurtul bence
ilgigörürken-ilgi görürken
gayriihtiyarı-gayri ihtiyarı
yarıolimpik-yarı olimpik
böylecedaha-böylece daha
üçmilyon-üç milyon
oyvermeye-oy vermeye
adaha-a daha
süperkahramanın-süper kahramanın
hisama-his ama
oçocuk-o çocuk
güvenbir-güven bir
nanoyapılı-nano yapılı
evliliğinkötü-evliliğin kötü
üçmaymun-üç maymun
thereve-there ve
uludağsözlükteki-uludağ sözlükteki
olsunmu-olsun mu
macerasever-macera sever
girenbir-giren bir
tlidi-tl idi
ortakapıdan-orta kapıdan
şimdihiç-şimdi hiç
anlayanbirini-anlayan birini
ihtiyarile-ihtiyar ile
fotoçekim-foto çekim
bekaretinikaybetmek-bekaretini kaybetmek
bişeyolsun-bişey olsun
senisen-seni sen
ekatılıyorum-e katılıyorum
ismimhakan-ismim hakan
görülmesinibeklediklerini-görülmesini beklediklerini
çağrıbey-çağrı bey
elvandalton-elvan dalton
içişleribakanlığı-içişleri bakanlığı
testerefilminden-testere filminden
kestimi-kesti mi
çolukçocuklar-çoluk çocuklar
bgdir-bg dir
kullanılmasımümkün-kullanılması mümkün
erosman-er osman
öyleyada-öyle yada
annetarafından-anne tarafından
bidaha-bi daha
avanproje-avan proje
emirkomutanın-emir komutanın
sayıniçişleri-sayın içişleri
liraçok-lira çok
burayaama-buraya ama
temizlikyaptım-temizlik yaptım
keçiburcundan-keçi burcundan
insanlararası-insanlar arası
dekaçık-dek açık
jongile-jong ile
hicdegilse-hic degilse
durdiye-dur diye
varanakadar-varana kadar
kaçmasındiye-kaçmasın diye
kuruluiçin-kurulu için
benimyanımda-benim yanımda
ilebirlikte-ile birlikte
palyaçove-palyaço ve
selimabi-selim abi
taneev-tane ev
sütiçen-süt içen
olduğununaltını-olduğunun altını
söyleseydimonu-söyleseydim onu
senorada-sen orada
hertaraf-her taraf
alihikmet-ali hikmet
terapiiçin-terapi için
personellegörüşmek-personelle görüşmek
polismemurlarını-polis memurlarını
gerçektenihtiyacı-gerçekten ihtiyacı
öbürgüne-öbür güne
değerlendiririken-değerlendirir iken
atamah-atam ah
özelajan-özel ajan
hblokta-h blokta
izbırakın-iz bırakın
killem-kill em
fıbaeurope-fıba europe
runuo-run uo
ongözlü-on gözlü
topsecret-top secret
kızlarabenziyor-kızlara benziyor
hattam-hat tam
kişiyleilgili-kişiyle ilgili
biruygulama-bir uygulama
bilegüzel-bile güzel
barmı-bar mı
ferahiçin-ferah için
titive-titi ve
güzelhaber-güzel haber
ücretinverilmesi-ücretin verilmesi
yakmakiçin-yakmak için
herşeyboş-herşey boş
beylikdüzüsakinleri-beylikdüzü sakinleri
elkonulmuştur-el konulmuştur
dişhekimlerini-diş hekimlerini
abkomisyonunun-ab komisyonunun
antiamerikancılık-anti amerikancılık
eyeliner-eye liner
edanaz-eda naz
ikitakımda-iki takımda
olmakgibi-olmak gibi
benimküçük-benim küçük
mağazasıvar-mağazası var
antifb-anti fb
polismi-polis mi
fazılkısakürek-fazıl kısakürek
stiliolarak-stili olarak
agimi-agi mi
vaatettikleri-vaat ettikleri
gelsinlerdedi-gelsinler dedi
şehrinyüzde-şehrin yüzde
yeğenbey-yeğen bey
sesgeçirmez-ses geçirmez
oyunuoynar-oyunu oynar
kullanmatarihlerine-kullanma tarihlerine
istiyorumdiye-istiyorum diye
sonranasıl-sonra nasıl
topgear-top gear
adambenim-adam benim
biiki-bi iki
dimibi-dimi bi
saçboyaları-saç boyaları
şıhhasan-şıh hasan
yapayanlız-yapa yanlız
eryamanevleri-eryaman evleri
altınıüstünü-altını üstünü
canımcanım-canım canım
çölpazarı-çöl pazarı
aştığınısöyledi-aştığını söyledi
fazlasınasahip-fazlasına sahip
bilirbilmez-bilir bilmez
yeterdedi-yeter dedi
emribil-emri bil
yabancınınbir-yabancının bir
tekrenk-tek renk
enkritik-en kritik
küçükparçalar-küçük parçalar
etmekdemek-etmek demek
arkadaşımbu-arkadaşım bu
benimdediğim-benim dediğim
şamyönetiminin-şam yönetiminin
kurubakliyat-kuru bakliyat
dostlukmu-dostluk mu
sibelcanın-sibel canın
yapacağımdedi-yapacağım dedi
çalmakçok-çalmak çok
özeltemsilcisi-özel temsilcisi
tercihediyor-tercih ediyor
allahonu-allah onu
veher-ve her
işarayan-iş arayan
kendimikötü-kendimi kötü
gelmemişdiye-gelmemiş diye
polisarabası-polis arabası
önlemekiçin-önlemek için
mücadelesigibi-mücadelesi gibi
ekstraözel-ekstra özel
southparkın-south parkın
taemin-tae min
yeşilalanda-yeşil alanda
saopaulo-sao paulo
anbunu-an bunu
kuruyer-kuru yer
sanmı-san mı
sistemlerarası-sistemler arası
yanibunu-yani bunu
dahayakından-daha yakından
vaadedilenden-vaad edilenden
elinkızı-elin kızı
gecelerdemek-geceler demek
yapılabilinirki-yapılabilinir ki
içpiyasadaki-iç piyasadaki
müdürlüğünüaradığımda-müdürlüğünü aradığımda
kalearkasını-kale arkasını
kariyernet-kariyer net
anasponsoru-ana sponsoru
salttürk-salt türk
dermi-der mi
körveya-kör veya
bigelişme-bi gelişme
datürkiye-da türkiye
adıilk-adı ilk
mustafagüler-mustafa güler
atonu-at onu
cesaretistiyordu-cesaret istiyordu
yürüttüklerinisöyledi-yürüttüklerini söyledi
rocksever-rock sever
hddnizi-hdd nizi
ergenekonbir-ergenekon bir
edilmesigereken-edilmesi gereken
çarşambaperşembe-çarşamba perşembe
kalekilit-kale kilit
olduğunuama-olduğunu ama
polisaracına-polis aracına
ercanceylan-ercan ceylan
parasınıödeyemeyen-parasını ödeyemeyen
okatar-ok atar
sılayolu-sıla yolu
fırsatıbulabildim-fırsatı bulabildim
öylededi-öyle dedi
aşıkpaşa-aşık paşa
bayanlarbaylar-bayanlar baylar
ikibuçuk-iki buçuk
hasanusta-hasan usta
olanvarmı-olan varmı
tarafdaki-tarafda ki
deniliyoracaba-deniliyor acaba
oldhouse-old house
hisarevleri-hisar evleri
ultrazengin-ultra zengin
sabahınköründe-sabahın köründe
evlibeden-evli beden
turbodeğil-turbo değil
çokacı-çok acı
biliyorumki-biliyorum ki
yaşavarol-yaşa varol
jiniyi-jin iyi
elabebek-ela bebek
çobanevi-çoban evi
yusufağa-yusuf ağa
darbantta-dar bantta
öküzbaşı-öküz başı
pdrciler-pdr ciler
entelliboş-entel liboş
berkdemir-berk demir
multidrive-multi drive
hiçses-hiç ses
icradosyaları-icra dosyaları
hacımahmut-hacı mahmut
görmedimdiyor-görmedim diyor
kitapkurdu-kitap kurdu
duracağızdiye-duracağız diye
kimdiyor-kim diyor
olmakher-olmak her
birazfarklı-biraz farklı
hıcbır-hıc bır
gezegenevinin-gezegen evinin
landedi-lan dedi
travismi-travis mi
şeyleriçmek-şeyler içmek
sağındaşu-sağında şu
megahafıza-mega hafıza
dayanıklıve-dayanıklı ve
kizarkadasim-kiz arkadasim
olsunbu-olsun bu
cserisi-c serisi
mişmiş-miş miş
ilçesindesaat-ilçesinde saat
vetürk-ve türk
megaholding-mega holding
şükrücan-şükrü can
keyimi-keyi mi
haberveririm-haber veririm
dışses-dış ses
filizçelik-filiz çelik
polisve-polis ve
sabahkalktığımda-sabah kalktığımda
vatanhainliğinin-vatan hainliğinin
junghoon-jung hoon
liolsun-li olsun
ııııv-ııı ıv
partisihaline-partisi haline
ağyapısı-ağ yapısı
epeysıkıntı-epey sıkıntı
eliçabuk-eli çabuk
mısırkoçanı-mısır koçanı
bizburadayız-biz buradayız
olsunbe-olsun be
transavrupa-trans avrupa
çapulcuayyaş-çapulcu ayyaş
debiraz-de biraz
ilindeyerinden-ilinde yerinden
gökçekutsal-gökçe kutsal
seyredaldık-seyre daldık
malatyahaber-malatya haber
ilkaklıma-ilk aklıma
yuvaöğretmeni-yuva öğretmeni
herseyyolunda-hersey yolunda
golfkent-golf kent
caddymi-caddy mi
nikolaile-nikola ile
skybet-sky bet
belediyebaşkanlığı-belediye başkanlığı
jetset-jet set
çünküinsan-çünkü insan
dilekbirgen-dilek birgen
güntatil-gün tatil
cumhuriyetinilk-cumhuriyetin ilk
killit-kill it
thücresi-t hücresi
ellibine-elli bine
hüseyintanrıverdi-hüseyin tanrıverdi
başkanıve-başkanı ve
şanlıizzet-şanlı izzet
ellibini-elli bini
kadınıböyle-kadını böyle
içiveya-içi veya
hayıretsin-hayır etsin
harddiscount-hard discount
ııııı-ıı ııı
vakasıdiye-vakası diye
kitcar-kit car
hayırdiyor-hayır diyor
kanipaşa-kani paşa
odtümü-odtü mü
malwarebytesanti-malwarebytes anti
geldindemek-geldin demek
buradasorun-burada sorun
üzerinebir-üzerine bir
junamca-jun amca
sizdemi-sizde mi
varmıdiye-varmı diye
çeliktarafından-çelik tarafından
dilokulu-dil okulu
vegüvenlik-ve güvenlik
yemekyaparım-yemek yaparım
alieren-ali eren
hecanım-he canım
peugeotaraç-peugeot araç
şekeryok-şeker yok
sitedışı-site dışı
onaböyle-ona böyle
ulusaltv-ulusal tv
keyise-key ise
geçve-geç ve
kısazaman-kısa zaman
songülkarlı-songül karlı
hayırdemek-hayır demek
newscientist-new scientist
geçişkartı-geçiş kartı
hayırdemem-hayır demem
dahaerken-daha erken
biuygulama-bi uygulama
saxobank-saxo bank
